"V1","V2","V3","OBS","temp1","temp2","temp3","h1","h2","h3","conif","black"
1,0,0,1,8.19051776000673,8.2780629690583,12.9609579053144,5,15,29,0.5,1
0,0,0,0,8.39799799704052,8.47366701580685,7.11081586589856,9,14,25,0.2,0
1,1,1,3,9.94138815497914,10.4090510625497,11.8157507577276,9,13,23,1,0
0,0,0,0,6.64845609387847,5.8634165892656,7.88544875208741,8,14,28,0.2,0
0,0,0,0,9.22846491079632,7.21484266699541,8.40958824802438,6,14,23,0.5,1
1,0,1,2,7.30680969271593,8.37503186451352,11.6095508075543,12,14,28,0.9,0
1,1,1,3,9.83176786962549,10.5022313776854,12.0899012999116,7,18,27,0.8,0
0,0,0,0,6.326837974329,6.59729630661885,6.99023744225723,8,17,25,0.2,1
1,1,1,3,9.37540828408506,8.55544606854218,10.3794916674775,7,17,24,0.9,1
0,0,1,1,8.45196846847012,8.74023137091889,11.2220586392263,5,14,29,0.4,1
0,0,1,1,7.07790708756903,7.81143293064525,12.4795578504688,7,15,23,0.8,0
1,1,0,2,9.6560119937629,8.8061869362052,10.8355226186825,8,14,25,0.8,1
1,0,0,1,6.89452389464141,9.21955145129633,13.1092980036057,7,13,24,0.4,0
0,1,0,1,7.50888272662701,8.2999542645991,12.4647049782913,6,13,22,0.8,1
0,0,0,0,5.66525877360221,6.77290148419207,4.60553771504863,10,17,25,0.4,1
0,1,1,2,6.87210498305916,11.3183528952975,10.9692029581478,11,17,26,0.7,1
0,1,1,2,8.8951722217458,10.0084846624373,11.2863391750256,10,15,23,0.8,0
0,0,0,0,8.32937412137766,8.4816970499786,7.11115146687095,12,13,27,0.5,1
1,1,0,2,4.43773599809368,10.2878637831338,11.1395473302922,6,18,26,1,0
0,0,0,0,5.98251198182843,9.30112023493854,7.34015254480955,9,16,27,0.5,1
1,1,1,3,10.7172297852443,9.13652929123522,10.2777759462473,8,17,23,1,1
0,1,1,2,6.50957485786668,9.46290482211466,11.3436936576571,8,14,28,0.9,1
0,0,0,0,8.30528286422813,6.00872577752757,7.09849424188022,8,12,28,0,1
1,1,1,3,9.65909777177395,9.65871556887656,12.4439025325508,5,16,30,0.8,1
0,0,0,0,6.30537815028327,8.74448130763819,6.51025852383619,6,14,22,0.2,1
0,1,1,2,8.54623161347678,9.2973612933288,9.53641953776284,7,16,30,0.8,1
1,1,0,2,8.07901862411623,9.23901171981076,14.0193063977066,7,17,22,0.9,1
1,1,1,3,11.1249177089172,8.30667442566344,13.4879190855554,6,12,25,0.9,1
0,0,0,0,6.56631168664321,8.91181586286876,6.25159077854656,10,15,29,0.2,1
1,1,1,3,8.87489141042743,10.0933487971371,11.117276429917,9,13,22,0.9,0
